,price
2073,3107
52929,2591
23737,11781
32309,456
20905,9120
37676,992
20200,8640
42979,1367
38344,1020
12044,596
24714,640
45731,1699
47530,1869
12160,5177
4429,3615
48681,2005
4797,3697
6084,3972
39514,1080
51777,2410
6622,4084
35847,917
17012,6793
41756,1244
6011,3961
45493,1679
4858,3710
39936,492
46956,527
13219,5458
11629,5050
47509,1866
32070,780
22736,10757
12776,5329
12298,5218
50415,2258
22790,10814
36625,478
51278,2359
51608,2394
21605,9704
18742,7658
33506,828
50200,2226
9422,4588
40053,1112
18295,7437
52997,2596
6697,408
11952,5134
31769,773
40287,496
41180,1200
3251,3357
5581,3864
14676,5922
21580,9682
33901,844
31619,373
9196,4548
49564,2131
16492,6589
39355,1073
11545,5029
45746,1701
11779,5083
3061,3310
12395,5232
8121,4353
53230,2642
763,2858
16331,6533
11004,4915
28607,675
22895,10934
11731,5068
6809,4118
48957,2048
46311,526
8526,4427
40294,1125
28792,681
23401,11389
50147,2215
52454,2515
29711,707
1989,3096
49159,2070
22522,10560
31536,766
42753,1343
40115,1115
4925,3726
41177,1200
40554,1151
7578,4255
41832,1253
13628,5577
52693,2553
4978,3737
22876,10916
7354,4214
3558,3417
17417,6980
50575,2278
41255,500
41318,1214
21101,9275
14259,5775
28827,683
46066,1736
29584,706
44852,1626
46645,526
47076,1822
29274,698
5817,3913
5335,3810
4705,3679
45738,1700
9150,4539
12891,5371
12283,5215
3438,3387
16197,6472
16105,6439
34858,878
2492,3196
40441,1138
47842,1908
20224,8655
35307,473
11422,5002
42862,1357
53314,2650
35867,918
26020,645
318,2801
38228,1017
38655,1040
47067,1822
8224,4372
17109,6822
14913,6002
807,2863
50138,2214
40411,1134
39528,1080
33365,827
50874,2314
5929,3942
36216,932
8123,4353
2784,3256
29140,692
15449,6184
49897,2177
23359,422
44411,1586
7865,4307
17397,612
19445,8095
43879,1452
15405,6169
21834,9900
13303,5495
53598,2700
30558,734
5274,3797
9970,4702
43429,1415
44384,1582
11827,5096
13990,5696
42668,1334
37920,485
1594,3011
7105,4167
42878,1359
13674,5597
32188,788
4170,3554
20603,8910
50587,2282
5690,3888
16476,6583
13496,5539
44194,1569
50475,2266
2459,3190
6218,4003
6089,3974
17824,7187
41484,1232
33976,846
35940,475
42216,1289
53296,552
7764,4283
37640,990
46053,1732
48468,1978
40577,1153
4171,3555
394,554
40954,1179
52153,2473
43905,511
15643,6272
52570,2536
12152,5174
1316,2958
18048,614
14200,5759
11478,5014
12717,599
46847,1812
35558,906
33039,814
38235,1017
50698,2290
50303,544
16990,6787
29323,698
35777,912
6124,3984
34813,878
244,2789
34803,877
34055,851
16450,6569
12174,5182
38568,1035
4879,3715
12360,597
31939,776
39518,1080
19974,8521
42031,1268
35892,918
40953,1179
19328,8034
22483,10512
37896,1007
16537,6607
49163,2070
28024,658
22234,10288
46758,1800
35826,914
4715,572
52390,2508
47984,533
11524,5027
49567,2131
46646,526
47869,1911
42283,505
2324,3168
15979,6397
43387,1410
40871,1175
20551,8869
8445,4412
37940,486
17237,6894
41847,1255
52388,2507
50128,2211
45878,1717
42200,1287
46696,1791
39363,1073
1100,2913
11335,4989
45383,1666
13684,5599
38054,1012
21460,9556
22528,10568
6974,4150
36114,926
34057,851
13603,5565
50480,2268
14595,5889
44856,1627
36458,942
52617,2547
14865,5988
29166,693
7291,4201
3881,3484
20246,8678
45623,1692
4932,3730
51161,2345
429,2814
37657,992
23532,11537
10108,4717
43970,518
3711,3451
13534,5546
19797,8364
14517,5864
29516,703
28351,667
13689,5599
40301,1125
50223,2230
28162,665
15048,605
11220,4961
40838,1172
9024,4515
17501,7036
29520,703
52518,2528
14778,5947
52054,2452
35747,911
10302,4760
23230,11234
8547,4432
10705,4849
49921,2184
8605,4442
40914,1179
33408,828
12371,597
20438,8794
1806,3053
48873,2036
18423,7492
2125,3121
22320,10362
31582,767
29432,700
2042,561
44801,1624
2359,3175
18052,615
17268,6914
6873,4129
53089,2612
2540,3206
37865,1003
46925,1815
47678,1882
44697,1613
6925,4138
13880,5651
32905,810
29094,689
50797,2306
52616,2547
8220,4372
21894,9961
571,2833
18066,7294
17439,6990
38968,490
42704,1338
29084,689
47559,1875
48373,1963
29872,710
11810,5091
30801,742
51311,544
38522,1033
45337,1662
6492,4060
49757,2159
12854,5358
41170,1200
52287,2494
35433,900
49746,2155
27805,650
17573,7076
27864,653
33336,827
31896,776
27885,655
1808,3054
46107,1742
13288,5488
33128,816
12842,5354
53384,2662
47026,1819
33361,827
19693,624
19567,8196
15124,6078
22716,10732
23399,631
15488,6204
14120,5725
5125,3763
20331,8736
21645,9738
19145,7906
21176,9333
45554,1687
35324,897
34313,858
46938,1815
12790,5331
34924,373
17551,7064
51887,2429
50470,2266
43039,1374
3440,3387
43618,508
5142,3763
37101,969
52152,2473
47521,1868
21716,628
31493,765
46438,1772
31449,765
49235,2083
53499,2684
8667,4455
48416,1971
16449,6569
7171,4183
18291,7432
42351,1300
4734,573
11299,4980
37521,987
48974,537
18838,7722
20953,9169
39563,1080
40713,1160
4131,3543
31694,770
1580,3007
35388,899
32942,459
21568,9668
23559,11567
31243,757
16308,6526
35371,899
53636,552
29826,710
44091,1554
6255,4011
32837,807
32895,810
18635,7602
14203,5759
31478,765
52806,2572
49875,2176
24054,635
35376,899
35203,891
27037,645
6498,4062
4047,3530
3334,3376
5760,3897
50416,2258
46142,1746
50581,2280
9003,4513
10668,4839
15169,6097
21768,9833
5638,3879
29843,710
32784,804
12361,597
52688,2552
22464,10487
8705,586
50380,2250
12516,5260
1156,2923
23484,11487
40844,1173
16520,6600
25689,644
52889,2584
741,557
48769,2019
35369,899
8759,4466
27918,657
49674,2142
39199,1064
17434,6989
35491,904
17691,7131
33736,839
2768,3251
6521,4066
41561,1237
49522,2123
41307,1212
48038,1924
31145,755
6222,4004
4055,571
8527,4427
7159,4182
45288,1662
31454,765
13800,5624
23186,11194
50937,2320
13585,5557
50522,2273
5573,3861
7058,579
12179,5183
44547,1605
13401,602
42071,1272
38205,1016
44248,1574
29905,711
33446,828
21923,9998
42163,1284
21588,9694
45633,525
44671,1609
48914,2041
8292,4385
39997,1107
17830,7190
17761,7152
35382,899
5722,575
13295,5491
48068,1929
24697,638
38878,1050
53076,2611
37339,981
18528,7551
11582,5040
45679,1695
12271,5209
38404,1024
53595,2699
47920,1915
30140,720
2960,3296
19423,8075
43491,1421
39627,491
15404,6169
15844,6338
34042,850
44149,1563
20026,421
469,2818
2628,3228
28608,675
45340,1662
48486,1980
25353,642
7121,4172
19939,8487
34952,471
29539,704
18916,7764
1369,2965
53754,2724
35161,891
39841,1098
19778,8347
20574,8887
261,2791
32021,778
28840,683
53775,2726
12443,5242
33494,828
46029,1728
9911,4688
37895,1007
52795,2569
31548,766
43116,1385
16703,421
31662,768
38335,1020
15205,6108
13359,419
39067,1059
20853,9074
42802,1351
9322,4579
6083,3972
45550,1687
8157,4360
23549,11560
37506,984
30723,738
48606,1997
8551,4434
13653,5588
2040,561
13203,5456
45677,1694
21137,9295
44532,1602
48897,2040
25375,642
52961,552
31256,758
630,2841
19820,8387
51446,2375
21587,9693
53521,2688
50993,544
14558,5880
48207,1948
46914,1814
48173,1944
48454,1975
29753,709
47780,1896
28421,670
33765,840
28648,435
14630,5907
14398,605
48072,1929
43708,1437
4282,3584
46870,1813
20684,8964
30483,732
53876,2745
16174,6465
22237,10291
33052,814
858,2871
53229,2641
53069,2609
45605,1691
4108,3537
10000,4704
38201,1016
3589,3423
31416,764
33608,462
50701,2290
37482,984
17901,7229
31350,760
10458,4788
17598,7086
37164,972
36419,942
45265,1662
31509,765
2964,3297
34163,854
8078,4338
14071,5708
13764,5611
42040,1268
35109,886
13089,5419
37703,995
3428,3384
3202,3345
14925,6007
32422,791
47141,1831
4680,3673
5257,3792
6220,4004
39889,1103
5519,3850
14524,5864
912,2879
40869,1175
8449,4412
51938,2441
13348,5506
37294,978
18237,7406
45101,1648
11650,5055
41092,1193
13244,5473
41876,1257
43653,1435
15933,6371
49054,2057
246,2789
35226,893
45502,1680
41004,1183
52994,2596
19667,8279
7682,4274
23712,632
13895,5655
38454,1028
6137,3987
39646,1086
6919,4138
13435,5518
51826,2421
307,2800
15185,6098
53040,2604
53032,2603
7009,4157
41060,1190
35377,899
53932,2757
10756,4853
18230,7403
47312,530
48944,2046
26720,645
28089,662
19305,8020
10377,4778
4303,3592
43320,1402
50279,2239
47373,1847
37015,965
40195,1121
34319,859
49976,541
29817,709
32823,805
8822,4478
42409,1310
42197,1287
5891,3931
16219,6484
52674,2550
17293,6929
18584,7583
29592,706
52815,2572
6885,4132
43634,1433
32437,792
47873,1911
38810,1046
2131,3122
38354,1021
37886,1006
8687,4458
20297,8711
34111,853
49945,2188
44571,1606
37081,969
37550,988
52949,2593
51549,2387
23592,11609
21637,9730
173,2774
32707,802
42016,1266
13792,5622
25027,640
19552,8184
1502,2993
36177,930
50817,2307
41551,1236
7852,4304
4883,3717
17892,7222
36594,947
44539,1604
4487,3626
29949,445
37149,972
47418,1851
14560,5880
2732,3246
44707,1613
15366,605
21363,626
19841,8403
47838,1907
52640,552
22948,10995
47956,1918
47049,1820
35350,898
6360,576
16954,6773
43208,1395
2050,561
41556,1237
13908,5662
52121,2463
48335,1960
35228,893
9092,4524
4074,571
43114,1385
9971,4702
36869,958
40375,1131
49855,2171
51219,2352
43432,1415
32570,800
16789,6691
9155,4540
13368,419
20452,8796
33969,846
9579,4627
53077,2611
7066,579
38840,1049
22914,10956
6614,4082
5548,3856
28457,672
51501,2382
27960,658
15985,6398
22709,630
29835,710
37451,984
36360,939
25700,644
28945,684
20740,8979
9996,4704
33664,835
39839,1098
53021,2599
32498,797
20981,9193
34804,877
45342,1664
41581,388
21122,9286
12559,5277
1273,2949
51454,2376
1099,2913
47002,1818
13204,5456
18547,7560
9474,4603
6585,4078
5435,3827
36179,930
1699,3035
36310,936
46539,1781
15699,607
1947,3084
29455,702
53918,2753
37971,1007
10289,4758
12977,5394
50170,2218
6274,4014
30759,740
31579,767
41167,1200
1423,2971
34633,872
12771,5327
38904,1052
12993,5398
4991,3740
12937,5384
35524,905
47538,1871
5133,3763
1087,2910
40928,499
3684,3446
34038,850
3016,3307
4574,3649
40160,1116
39809,1097
9550,4620
28256,666
16139,6450
22986,11037
20835,9065
6588,4078
10424,4783
42227,1290
33880,844
16048,608
2616,3224
19389,8057
14103,5720
14533,5866
2410,3179
99,2760
21378,626
16555,6613
23436,11430
37851,1002
2282,3160
46083,1738
3720,568
19182,7934
17779,7162
3280,3362
11551,5031
39864,1101
23242,11251
40060,1113
15370,605
4788,3696
53761,2725
46679,1789
20141,8597
25020,640
41134,1197
20139,8596
37222,975
48947,2046
40102,1114
3229,3352
20325,8736
31611,369
42191,1286
1905,3080
40190,1120
39614,491
43719,1438
49720,2150
5107,3759
31798,773
13467,5531
7176,4185
17544,7059
52224,2484
31705,770
38789,1046
31175,756
17726,614
2493,3196
35888,918
41020,1186
21014,9229
13124,5430
44715,1614
35987,921
40070,1113
18845,7726
32919,810
32101,781
34335,862
31866,776
12124,5169
19836,8401
4681,3674
34747,876
9762,4662
49873,2175
15241,6120
36056,924
29925,713
20395,625
41009,1185
27766,648
43231,1397
1122,2918
32976,811
8712,586
13446,5521
27845,651
1782,3049
20547,8868
43527,1426
36608,477
27882,655
30324,726
140,2766
9085,4523
20147,8602
14236,5767
29767,709
14005,5699
33862,844
51246,2354
29003,686
29435,700
21454,9552
27754,648
36133,928
38237,1018
20939,9148
4640,3669
1860,3066
43878,1452
6212,4001
47959,1919
17127,6833
2332,3170
45729,1698
498,2822
23160,11177
13142,5437
21590,9694
6223,4004
28814,683
26681,427
38451,1028
32506,798
17661,7118
5934,3945
36487,943
5181,3774
23519,11525
52871,2581
46890,1814
34232,855
6163,3991
7521,4242
9483,4604
45923,1721
27848,652
12061,5154
52482,2519
47296,394
36898,960
223,2782
22745,10764
35574,906
48763,2017
1931,3084
47371,1847
1701,3035
30491,732
23010,630
23504,11512
871,2872
16225,6487
51155,2344
49082,2061
45106,1649
44672,1609
16998,6787
522,2825
35453,900
27697,648
33136,816
2404,3178
9047,588
28729,680
29161,693
40731,1162
40470,1140
13336,5504
45861,1715
15011,6046
3242,3354
50572,2278
43286,507
13818,5630
13887,5653
44656,522
16680,420
32143,786
31011,748
39104,1061
3517,3404
37400,983
49749,2156
4420,3612
50629,402
52068,2454
15595,6256
42838,1356
42103,1274
4067,571
12453,5246
18745,7660
22855,10889
52704,2553
34560,871
39607,491
6406,4039
37399,983
28670,678
41722,1243
52296,548
48816,2027
29648,706
33122,816
20631,8925
41130,1197
35618,473
32271,789
16354,608
47938,1915
51525,2386
31443,765
36685,951
27935,430
53683,2714
29022,687
27773,648
15239,6116
12651,5297
31327,759
52663,2549
14402,5817
27831,651
32082,781
46223,1752
18520,7550
35069,886
4770,3690
43811,1443
53451,2676
32388,791
9232,4558
48569,1992
8253,4377
37306,979
20734,8976
27703,648
15256,6126
13400,602
28416,669
19287,8008
42135,1280
17745,7145
35958,475
18688,7644
47596,1877
20708,625
42919,1363
29622,440
38685,1041
17225,6887
21136,9295
39483,1079
38233,1017
29316,698
48473,1978
10314,4764
11283,4974
2720,564
5672,3884
9720,4653
33270,461
18064,7294
45354,1664
1421,2970
13077,5415
31706,770
3566,3419
16161,6459
24045,633
36650,948
46715,1793
30804,742
35733,911
46901,1814
50479,2268
11521,5026
15670,6286
40951,1179
44250,1574
41122,1196
34368,863
19157,7917
1382,558
21230,9377
12670,5304
6175,3992
23808,11869
28822,683
28501,673
4600,3658
45257,1661
47575,1875
49899,2178
51592,2394
28686,678
37519,987
28591,675
2717,564
35029,882
28037,659
33218,821
3458,3390
15297,6140
1497,2992
22461,10485
28847,683
19275,8001
53509,2686
51244,2354
7134,4174
11371,596
51968,545
23321,11365
6191,3997
23129,11154
34118,853
28047,660
49515,2122
19276,8001
4458,3620
53665,2708
22409,10431
31679,769
23443,11435
15445,6183
38108,1013
31379,761
38811,1046
49086,2061
42627,505
30356,729
32647,802
12690,598
48778,2020
13318,5499
10221,4743
23373,631
27902,656
52087,2458
6695,408
3595,3423
34483,867
17554,7066
40130,1115
46115,1743
38503,1031
4533,3639
50339,2243
45586,1689
51846,2423
42090,1273
42286,505
30489,732
6805,4116
32877,810
13281,5487
19197,7948
9795,4666
41651,1238
42583,1330
53857,2743
16001,6401
38905,1052
17372,612
37178,972
8076,4338
38994,1054
33788,842
38252,380
10962,4903
38350,1020
633,2841
14541,5871
1398,559
41901,1261
2202,3140
50329,2241
42773,1348
32156,787
52781,2565
37332,981
30463,732
49053,2057
24048,633
37290,977
13922,5666
46622,526
47374,1847
7399,579
52670,2550
13727,603
48647,537
18426,7493
34375,863
50401,2255
12329,5226
33441,828
44733,1617
32301,454
44047,1549
45819,1712
10804,4863
8733,4460
16628,6648
31933,776
43596,507
50625,401
42520,1323
44496,1599
14557,5880
9530,4617
52965,552
15819,6328
11417,5001
36516,945
14818,5967
45260,1662
34662,872
30442,730
45858,1715
42403,1308
30591,734
37526,987
2751,3250
39219,1066
34421,863
14066,605
17093,6814
38684,1041
37999,1008
32578,801
5506,3846
29600,706
29633,442
45381,1666
7676,4274
28544,675
5002,3743
40186,1120
22258,10313
41535,1235
28998,686
38551,1034
19250,7983
41144,1197
7252,4197
43803,1442
4810,3701
3404,567
14769,5944
13304,5496
14866,5988
27919,657
49771,2160
28816,683
37043,967
18873,7740
27961,658
1752,3042
42400,1308
15946,6377
33559,830
48572,1993
52189,2478
47207,1838
34037,850
21210,9354
43331,1404
50232,2232
49304,540
22640,10688
28596,675
38712,1042
2625,3226
46590,1786
12788,5331
5231,3786
36821,956
9315,4578
18097,7318
50047,2200
10644,4836
21044,625
27910,657
32887,810
41614,504
53375,2659
22562,10614
28879,684
22587,10640
13510,5543
38175,1015
47017,1819
41192,1202
29452,702
53755,2724
19763,8333
18922,7771
36798,956
34667,872
37689,993
2816,3265
16561,6617
29009,686
11309,4984
6679,4101
31141,755
1906,3080
1719,561
31004,748
35474,902
23584,11601
18890,7747
30938,449
21754,9821
1647,3018
7282,4200
20160,8616
15937,6373
7271,4200
12219,5197
38621,489
45126,1652
33981,847
40747,1163
19101,7869
44757,1620
15151,6091
28654,676
39378,1074
7880,4309
32794,804
36712,953
46946,1815
44064,1551
2778,3254
35581,906
35222,893
20158,8616
42647,1333
6943,4141
7222,4193
50493,2268
7154,4181
23633,11655
6576,4077
18973,7810
47556,1874
31479,765
17509,7039
38488,1031
31858,776
37130,971
3928,3498
43355,1407
32878,810
33632,833
17435,6989
8744,4463
50973,544
19458,8104
15220,6110
38846,1050
11487,5016
6965,4149
6970,4150
46027,1728
23244,11255
42934,505
18330,7457
10280,4754
20189,8637
53178,2630
19102,7870
15106,6071
202,2777
35022,882
1993,3097
33498,828
19098,7864
32279,789
8965,4503
20602,8907
13140,5436
41933,1263
33282,462
46448,1773
48039,1924
45016,1637
31154,755
19384,8055
53531,2690
39068,1059
33177,818
47977,532
49130,2066
5883,3927
21898,9967
3669,3444
47703,1884
41774,1246
12859,5361
19547,8181
33817,842
15482,6201
52090,2458
18967,7805
6464,4053
30970,746
10646,4836
23024,631
38776,1046
2615,3224
30670,737
12684,5309
44698,1613
33848,844
28172,665
1374,2966
1722,561
50992,544
10716,593
30015,717
14339,5806
38723,1043
18683,7640
12967,5390
40044,1112
51260,2357
14177,5751
9091,4523
10057,591
16085,6425
29211,695
12151,5174
44495,1599
4175,3555
1362,2964
16000,6401
13546,5549
14414,5821
52898,2586
24710,639
13057,5411
15307,6146
38254,380
29103,689
19785,8355
14860,5986
21884,9954
348,2804
15431,6177
37160,972
31319,758
26357,645
49383,2102
29877,710
7285,4201
48775,2020
37368,982
45906,1720
34164,854
37120,970
33510,828
35373,899
3093,3318
30709,738
18004,7281
49419,2107
18723,7644
2967,3298
9985,4704
20517,8849
46831,1809
27785,649
44923,1632
38993,1054
50703,2291
50504,2270
22832,10866
29777,709
39446,1076
4730,573
41479,1232
48924,2042
49285,2092
52209,2481
16155,6458
29533,704
50715,2293
16802,6701
38578,1035
9053,589
16144,6451
8931,4497
16003,6403
40428,1135
1117,2917
43838,1446
17260,6909
40626,1153
722,556
2458,3190
1515,2996
35416,900
9561,4622
20964,9176
36103,926
38884,1050
13035,600
27901,655
4516,3634
2140,3125
36512,945
34511,868
1429,2973
12721,5311
36590,946
47830,1906
35018,882
18459,7508
1634,3016
23560,11572
15486,6203
24703,639
11736,5071
47197,1838
28699,679
27847,651
16513,6600
36936,478
19895,8444
35842,917
41821,1250
46537,1781
28211,666
12091,5163
457,2817
175,2774
10573,4819
36153,928
20852,9073
433,2815
6045,576
11909,5122
13147,5438
6858,4126
30042,719
10654,4837
13576,5556
2422,3181
2931,3290
19719,8291
4023,3522
38138,1013
49259,2088
46930,1815
7011,4157
18610,7589
29106,689
35193,891
23383,631
7915,4315
7655,4269
995,2897
41501,1234
32407,791
38162,1014
43201,1395
10012,4707
10361,4772
7875,4309
31000,747
23075,11105
2706,562
17572,7076
23246,11255
36508,945
14718,605
35778,912
8226,4372
50097,2207
9459,4598
33849,844
5797,3906
38782,1046
45023,1637
28159,665
8808,4476
51044,2330
7162,4182
21668,9768
40388,1132
36044,923
14867,5988
1170,2928
53834,2737
32000,777
10907,4887
13831,5637
39500,1079
14596,5889
2516,3201
21489,9586
50818,2308
23605,11633
38294,487
30057,719
36202,931
53366,2657
20379,625
13907,5662
32148,786
48703,2010
53138,2621
22408,10430
1430,2973
12716,599
19176,7929
20822,9050
3886,3485
51672,2398
23164,11179
22198,10238
46779,1804
38513,1033
48580,1993
12692,599
49527,2123
52475,2519
34642,872
48878,2036
47828,1905
21763,9828
17073,6807
13072,5412
46773,1803
9292,4570
51526,2386
11628,5050
15344,6159
50361,2247
11735,5071
52386,2507
2503,3199
33899,844
46821,1808
2845,3270
39676,1087
39346,1073
16643,6653
31921,776
8034,4334
38497,1031
7518,4242
44949,1635
41465,1230
46538,1781
14653,5914
27830,651
21326,9474
14164,5746
5803,3909
15540,6229
11332,4989
12506,5259
46802,1806
29162,693
49335,2095
7343,4211
17879,7216
23727,633
33828,843
20788,9028
49260,2088
40760,1164
51514,2384
45651,525
13238,5468
46717,1793
44009,394
21112,9281
34705,874
4656,3669
21586,9691
51770,2409
32669,802
2352,3172
31172,755
4676,3672
52292,548
48304,534
16956,6773
16341,6535
50292,542
19669,8279
4124,3540
51607,2394
31467,765
4113,3538
50953,2322
15845,6339
10236,4746
22050,10080
30157,720
19920,8467
46402,1766
18780,7678
31191,756
5589,3864
31002,748
3860,3478
48084,1932
45548,1687
51902,2433
6117,3980
6818,4118
31891,776
37244,976
6840,4123
42653,1333
15674,6288
51767,2409
4765,3689
20800,9032
41619,504
50400,2255
39855,1100
50336,2242
21798,9872
22009,10078
29896,710
8474,4416
7242,4196
41642,1238
22173,10214
6753,4102
10383,593
41151,1197
40431,1136
3473,3394
12838,5352
33455,828
39803,1096
28206,666
5444,3830
39667,1087
29989,716
8378,583
36623,478
38958,489
2821,3266
28919,684
43910,512
13927,5666
21831,9900
47019,1819
248,2789
53555,2694
10911,4890
41990,1264
30811,743
45451,1675
42562,1326
22203,10245
22680,629
39508,1080
15507,6212
41593,391
33906,844
18481,7526
18102,7321
20883,9105
53374,2659
36793,956
7879,4309
8214,4370
37177,972
46308,526
43711,1437
44893,1629
33267,826
29630,442
11414,5000
35518,905
41746,1244
28296,432
9176,4543
2555,3209
8919,4496
20255,8686
9769,4662
16906,6750
41572,1238
1875,3073
51754,2406
987,2896
12293,5218
42978,1367
11548,5030
47662,530
32903,810
29889,710
6706,411
33667,835
20184,8631
18456,7508
10297,4759
44455,1592
7266,4199
44517,1600
37179,972
44379,1581
13989,5696
40374,1131
14474,5842
8502,4423
43047,1376
17574,7076
46330,1758
5592,3867
16253,6501
40148,1116
16995,6787
17333,6955
13690,5599
9007,4513
38953,489
12940,5385
6318,4028
33779,842
30648,736
26348,645
51935,2440
5073,3750
22827,10860
46689,1790
5280,3798
32676,802
10551,4812
10935,4898
30944,449
15058,605
7660,4270
18682,7639
11238,4965
29654,706
3301,3368
180,2776
3225,3352
8359,4399
18908,7759
22076,10096
3049,566
31872,776
9235,4559
29832,710
12991,5398
40401,1133
51329,544
33395,828
20948,9166
10193,4739
38844,1050
11865,5107
7944,4319
50311,2239
31455,765
45021,1637
12186,5185
34995,882
49290,539
53188,2632
39498,1079
13290,5489
2454,3189
198,2777
13037,600
52037,2450
50249,2234
1365,2965
31468,765
37884,1006
15639,6272
11354,4991
44255,1574
13810,5627
22458,10483
8702,585
8006,4327
19925,8471
14233,5767
23268,11279
45854,1715
6778,4113
52056,2453
16447,6568
8049,582
22518,10556
35421,900
41138,1197
34415,863
35760,912
28695,679
48686,2005
5062,574
53128,2618
761,2858
11634,5051
51112,2337
53353,2657
36576,945
30866,743
41111,1195
20268,8691
42167,1286
827,2866
41163,1200
11931,5127
43770,1439
14598,5889
18681,7639
44747,1619
32406,791
33723,838
36626,478
49331,2094
37003,965
12136,5172
9972,4702
20092,8569
28546,675
10510,4800
36205,932
1916,3082
1411,2968
45638,525
1604,3011
43295,1401
52694,2553
18824,7711
3218,3349
7363,4218
13944,5673
2873,3276
34957,471
28522,674
21224,9371
45241,1659
32884,810
27886,655
8271,4381
5130,3763
2383,561
17320,6944
358,2805
329,2803
13827,5635
8144,4355
50711,2293
24690,638
18299,7438
14342,5807
28306,432
39942,492
8690,4459
16794,6694
2848,3271
31491,765
29723,707
30155,720
8372,583
53105,2615
12925,5378
30678,737
45063,1642
7999,4327
3165,3336
40318,1125
8543,4432
44327,521
16756,6672
32354,789
36475,943
29981,716
23205,11212
33014,814
35528,905
28872,684
16846,6720
31259,758
20247,8678
47154,1833
39911,1104
22990,11040
8510,4424
38022,1009
990,2896
18565,7572
22558,10608
41994,1264
42169,1286
13669,5595
8132,4355
7198,4189
42170,1286
16371,608
41711,1243
11554,5033
11667,5056
15936,6373
23266,11272
50845,2311
13436,5519
52709,2553
2162,3130
21132,9293
5814,3913
41817,1250
34058,851
10626,4830
38161,1014
4663,3669
16070,6416
15820,6328
41713,1243
14196,5759
123,2762
3890,3487
17856,7204
22274,10330
16335,6533
4540,3640
15528,6221
2045,561
29686,707
22974,11021
32798,805
7696,4276
9362,589
45190,1656
43897,509
12284,5215
52787,2567
27383,647
45221,1656
19078,7850
32213,789
53231,2642
33771,841
51348,2363
9148,4538
7864,4307
51328,544
53246,2644
20364,8758
39832,1098
31382,762
22789,10813
51854,2423
53072,2610
46692,1791
38784,1046
23312,11352
29242,696
6777,4113
31764,773
51104,2337
3149,3332
14844,5978
52430,2513
1468,2982
9867,4679
17770,7155
42678,1336
43825,1443
51499,2382
49506,2120
21227,9374
19771,8341
23234,11238
3281,3363
41385,1221
6670,4098
41626,504
44719,1615
9832,4672
12234,5198
47029,1819
38560,1035
44243,1574
21158,9315
10537,4807
28002,658
46978,530
206,2777
50777,2302
51642,544
11897,5119
37281,484
50421,2259
11286,4975
1791,3051
18955,7796
32502,798
17367,6968
2027,3105
9592,4630
9623,4637
49865,2174
9377,589
21222,9370
16760,6673
4202,3563
3526,3407
40157,1116
6362,576
18731,7651
40153,1116
28054,660
36246,935
35074,886
2620,3226
31474,765
9965,4702
40083,1114
20354,8750
6250,4009
34879,878
22167,10210
32553,800
23611,11638
22742,10763
34169,854
47951,1917
43975,518
7974,4324
38839,1049
47133,1830
10378,4778
41321,1214
4321,3597
17994,7277
23016,630
41304,1212
46669,1788
22875,10915
41554,1237
46097,1741
15481,6200
12471,5250
30459,731
45751,1703
20127,8590
11853,5102
37717,995
34782,877
24375,637
2067,561
45519,1683
45946,1723
13324,5500
7801,4291
39567,1081
6825,4119
40269,492
19952,8499
12746,5319
16687,421
50889,2317
30698,737
701,2854
15783,6316
7473,4234
4210,3566
39421,1076
17684,7129
19933,8483
53865,2744
13693,5599
49451,2111
37891,1006
8291,4384
40692,1157
32465,794
20008,8546
4463,3621
40018,1109
48621,1999
3180,3340
38197,1015
51153,2344
50820,2308
45828,1712
36808,956
18067,7294
2531,3205
16298,6521
9845,4676
52318,550
33086,815
1272,2949
22777,10800
51075,2333
11944,5132
47237,1841
21236,9384
33153,816
15034,605
6369,576
33805,842
46722,1794
49484,2117
19109,7877
33364,827
28255,666
17329,6951
37018,965
48347,1961
13442,5520
23661,11709
26689,429
50935,2319
2694,3246
43049,1376
14091,5717
35348,898
17453,6999
18101,7320
49464,2112
46283,1755
3822,3471
3124,3326
53354,2657
52195,2479
20935,9144
35821,914
31749,772
49161,2070
31756,772
40758,1163
48631,536
11825,5096
7383,579
40666,1155
20399,625
22946,10993
22431,10457
11066,596
10831,4871
1717,561
2159,3129
37289,485
4667,3671
40681,1155
29141,692
49606,2138
36072,924
34531,868
16232,6492
28322,666
39056,1058
32682,802
29332,698
39658,1087
18106,7325
40184,1119
21173,9332
33341,827
44841,1625
17669,7123
19896,8445
38557,1034
51262,2357
50626,401
13346,5506
42051,1270
15248,6123
23059,11088
45335,1662
52428,2513
14229,5766
17773,7157
3057,566
15268,6129
37753,998
14796,5952
5709,575
31149,755
36990,964
33397,828
21019,9232
40901,1178
52597,2542
4949,3733
45461,1675
21325,9471
30919,745
7450,4233
35010,882
28595,675
47255,1842
53800,2732
29271,698
15549,6235
36231,933
8701,585
43648,1434
14716,605
35396,899
42468,1316
47474,1860
21907,9974
33312,827
16508,6597
38837,1049
6790,4114
13379,420
40946,500
37317,979
38669,1040
51180,2347
5641,3880
12270,5209
12606,5290
39630,1084
31943,776
20560,8873
22451,10478
14036,5706
47889,1913
33497,828
38601,1038
9692,589
48824,2028
39451,1077
6154,3990
36886,959
31693,770
41137,1197
42473,1317
35270,895
8845,4480
10071,591
32786,804
51644,544
52111,2461
37768,999
