,price,carat,x,z
46578,1785,0.58,5.37,3.26
46579,1785,0.72,5.74,3.57
46580,1785,0.61,5.47,3.3
46581,1786,0.81,5.94,3.64
46582,1786,0.55,5.26,3.2
46584,1786,0.55,5.29,3.23
46585,1786,0.55,5.27,3.24
46586,1786,0.55,5.25,3.27
46587,1786,0.55,5.25,3.24
46590,1786,0.54,5.31,3.21
46591,1786,0.54,5.35,3.16
46593,1786,0.54,5.32,3.19
46595,1786,0.54,5.25,3.21
46599,1786,0.54,5.31,3.21
46600,1786,0.54,5.3,3.21
46601,1786,0.54,5.25,3.25
46603,1786,0.54,5.25,3.25
46604,1786,0.54,5.25,3.22
46605,1786,0.54,5.24,3.24
46607,1786,0.54,5.23,3.25
46609,1786,0.54,5.21,3.28
46610,1786,0.9,5.96,3.98
46612,1787,0.51,5.09,3.2
46613,1787,0.51,5.16,3.13
46614,1787,0.51,5.12,3.14
46615,1787,0.51,5.15,3.19
46616,1787,0.51,5.1,3.17
46617,1787,0.51,5.11,3.17
46618,1787,0.51,5.12,3.21
46619,1787,0.51,5.09,3.18
46620,526,0.3,4.3,2.65
46621,526,0.3,4.24,2.64
46622,526,0.3,4.27,2.64
46623,526,0.3,4.27,2.69
46624,526,0.3,4.23,2.65
46625,526,0.3,4.26,2.68
46626,526,0.3,4.36,2.62
46627,526,0.3,4.28,2.67
46628,526,0.3,4.28,2.64
46629,526,0.3,4.35,2.64
46630,526,0.3,4.25,2.68
46631,526,0.3,4.25,2.69
46632,526,0.3,4.24,2.69
46633,526,0.3,4.24,2.69
46634,526,0.3,4.24,2.67
46635,526,0.3,4.21,2.7
46637,526,0.3,4.24,2.71
46639,526,0.3,4.27,2.71
46641,526,0.3,4.25,2.69
46642,526,0.3,4.24,2.61
46643,526,0.4,4.76,2.93
46644,526,0.3,4.3,2.62
46645,526,0.3,4.27,2.66
46646,526,0.3,4.31,2.63
46647,526,0.3,4.27,2.66
46649,526,0.3,4.22,2.68
46650,1787,0.51,5.18,3.11
46653,1787,0.51,5.11,3.17
46654,1787,0.51,5.16,3.16
46655,1787,0.51,5.11,3.16
46658,1787,0.51,5.11,3.2
46659,1787,0.51,5.13,3.17
46660,1787,0.51,5.11,3.17
46661,1787,0.51,5.13,3.15
46662,1787,0.51,5.16,3.15
46663,1787,0.56,5.25,3.31
46664,1787,0.56,5.26,3.29
46666,1788,0.7,5.64,3.49
46667,1788,0.72,5.79,3.49
46669,1788,0.57,5.23,3.36
46670,1789,0.59,5.39,3.37
46671,1789,0.59,5.38,3.32
46672,1789,0.59,5.38,3.35
46673,1789,0.59,5.43,3.31
46674,1789,0.59,5.39,3.31
46675,1789,0.59,5.39,3.35
46676,1789,0.59,5.39,3.3
46677,1789,0.59,5.4,3.34
46679,1789,0.99,6.01,4.35
46680,1790,0.58,5.31,3.36
46681,1790,0.7,5.67,3.57
46682,1790,0.7,5.58,3.53
46683,1790,0.7,5.59,3.53
46685,1790,0.7,5.82,3.38
46686,1790,0.59,5.38,3.31
46688,1790,0.58,5.37,3.32
46689,1790,0.52,5.21,3.2
46690,1791,0.5,4.98,3.15
46691,1791,0.53,5.21,3.21
46692,1791,0.56,5.3,3.29
46693,1791,0.56,5.37,3.25
46694,1791,0.48,5.03,3.13
46696,1791,0.5,5.02,3.14
46697,1792,0.56,5.29,3.26
46698,1792,0.5,5.1,3.17
46699,1792,0.5,4.92,3.28
46700,1792,0.55,5.36,3.17
46702,1792,0.55,5.32,3.25
46703,1792,0.55,5.34,3.28
46704,1792,0.7,5.65,3.64
46705,1792,0.77,5.86,3.63
46706,1792,0.7,5.75,3.51
46707,1792,0.7,5.66,3.56
46709,1793,0.52,5.15,3.21
46710,1793,0.52,5.16,3.21
46711,1793,0.59,5.45,3.32
46713,1793,0.6,5.31,3.43
46714,1793,0.6,5.45,3.27
46715,1793,0.7,5.85,3.34
46716,1793,0.61,5.4,3.32
46717,1793,0.52,5.18,3.18
46719,1793,0.51,5.1,3.23
46720,1793,0.51,5.1,3.22
46721,1793,0.61,5.53,3.27
46722,1794,0.52,5.15,3.2
46724,1794,0.58,5.38,3.3
46725,1795,0.47,5.07,3.06
46726,1795,0.5,5.02,3.24
46727,1795,0.7,5.64,3.53
46728,1795,0.7,5.73,3.43
46729,1795,0.6,5.4,3.37
46730,1795,0.51,5.13,3.15
46732,1796,0.85,6.24,3.69
46733,1797,0.53,5.18,3.24
46734,1798,0.58,5.4,3.28
46736,1798,0.52,5.17,3.2
46737,1799,0.72,5.66,3.58
46739,1799,0.55,5.27,3.29
46740,1799,0.55,5.24,3.3
46742,1799,0.72,5.58,3.66
46743,1799,0.72,5.68,3.63
46744,1799,0.72,5.69,3.68
46745,1799,0.6,5.39,3.37
46746,1799,0.72,5.88,3.52
46747,1799,0.51,5.22,3.14
46748,1800,0.51,5.08,3.21
46749,1800,0.51,5.08,3.24
46750,1800,0.51,5.04,3.2
46752,1800,0.61,5.5,3.36
46754,1800,0.57,5.34,3.26
46755,1800,0.53,5.18,3.19
46757,1800,0.53,5.22,3.22
46758,1800,0.71,5.75,3.58
46759,1801,0.65,5.53,3.43
46760,1801,0.5,5.07,3.1
46761,1801,0.54,5.19,3.26
46762,1801,0.57,5.35,3.22
46763,1801,0.7,5.63,3.56
46764,1801,0.53,5.23,3.2
46766,1801,0.5,5.16,3.1
46767,1802,0.52,5.27,3.17
46768,1802,0.73,5.68,3.64
46769,1802,0.52,5.19,3.22
46771,1803,0.7,5.54,3.59
46772,1803,0.52,5.19,3.19
46773,1803,0.52,5.13,3.18
46775,1803,0.53,5.21,3.19
46776,1803,0.59,5.37,3.42
46778,1804,0.5,5.07,3.17
46779,1804,0.54,5.22,3.23
46781,1805,0.71,5.75,3.51
46782,1805,0.55,5.24,3.23
46784,1805,1.0,6.2,4.22
46785,1806,0.52,5.14,3.21
46786,1806,0.5,5.19,3.07
46787,1806,0.5,5.13,3.1
46788,1806,0.5,5.19,3.03
46789,1806,0.46,5.12,2.96
46790,1806,0.46,5.16,2.92
46791,1806,0.5,5.1,3.22
46792,1806,0.5,5.09,3.16
46794,1806,0.5,5.14,3.09
46795,1806,0.5,5.05,3.21
46796,1806,0.5,5.06,3.22
46797,1806,0.7,5.63,3.53
46798,1806,0.7,5.63,3.56
46800,1806,0.7,5.79,3.48
46801,1806,0.52,5.23,3.13
46802,1806,0.55,5.28,3.25
46803,1806,0.7,5.56,3.6
46804,1806,0.7,5.75,3.43
46806,1807,0.57,5.29,3.28
46807,1807,0.7,5.6,3.58
46808,1807,0.77,5.86,3.66
46809,1807,0.53,5.25,3.18
46812,1807,0.51,5.12,3.16
46813,1807,0.51,5.16,3.16
46815,1808,0.53,5.23,3.16
46817,1808,0.6,5.43,3.3
46818,1808,0.7,5.49,3.59
46819,1808,0.72,5.88,3.48
46820,1808,0.5,5.12,3.12
46821,1808,0.7,5.75,3.47
46824,1808,0.62,5.43,3.4
46826,1809,0.58,5.43,3.37
46827,1809,0.52,5.17,3.18
46828,1809,0.58,5.41,3.29
46829,1809,0.58,5.43,3.3
46830,1809,0.53,5.17,3.22
46831,1809,0.54,5.22,3.23
46832,1809,0.55,5.25,3.23
46833,1809,0.67,5.65,3.46
46835,1809,0.76,5.78,3.67
46837,1810,0.51,5.09,3.21
46838,1810,0.51,5.15,3.21
46839,1810,0.57,5.35,3.28
46841,1811,0.67,5.58,3.52
46842,1811,0.7,5.48,3.7
46844,1811,0.64,5.57,3.4
46845,1812,0.53,5.16,3.22
46847,1812,0.53,5.17,3.23
46849,1812,0.53,5.15,3.21
46850,1812,0.58,5.35,3.31
46851,1812,0.61,5.51,3.3
46852,1812,0.51,5.12,3.16
46854,1812,0.51,5.22,3.11
46855,1813,0.59,5.44,3.28
46856,1813,0.54,5.24,3.2
46857,1813,0.51,5.22,3.14
46858,1813,0.5,5.1,3.15
46859,1813,0.53,5.19,3.2
46860,1813,0.51,5.24,3.06
46861,1813,0.53,5.32,3.18
46862,1813,0.53,5.22,3.21
46863,1813,0.53,5.21,3.22
46864,1813,0.53,5.19,3.24
46866,1813,0.53,5.2,3.21
46868,1813,0.53,5.18,3.24
46870,1813,0.53,5.27,3.15
46871,1813,0.53,5.22,3.22
46872,1813,0.53,5.24,3.2
46874,1813,0.53,5.21,3.2
46875,1813,0.53,5.25,3.2
46876,1813,0.53,5.21,3.22
46877,1813,0.53,5.18,3.24
46879,1813,0.53,5.22,3.16
46881,1814,0.56,5.38,3.26
46882,1814,0.72,5.79,3.57
46884,1814,0.7,5.68,3.49
46885,1814,0.7,5.58,3.48
46886,1814,0.54,5.23,3.25
46888,1814,0.72,5.72,3.56
46889,1814,0.47,4.99,3.11
46890,1814,0.7,5.53,3.64
46891,1814,0.56,5.29,3.28
46893,1814,0.56,5.48,3.25
46894,1814,0.56,5.29,3.3
46897,1814,0.56,5.34,3.26
46898,1814,0.56,5.34,3.27
46901,1814,0.56,5.36,3.24
46902,1814,0.56,5.33,3.3
46903,1814,0.56,5.33,3.28
46905,1814,0.56,5.33,3.26
46906,1814,0.56,5.26,3.28
46907,1814,0.54,5.25,3.2
46908,1814,0.72,5.71,3.59
46909,1814,0.72,5.77,3.63
46910,1814,0.56,5.49,3.09
46911,1814,0.5,5.2,3.12
46912,1814,0.65,5.62,3.35
46913,1814,0.54,5.31,3.22
46914,1814,0.7,5.84,3.44
46918,1815,0.7,5.72,3.56
46920,1815,0.52,5.12,3.23
46921,1815,0.52,5.21,3.2
46922,1815,0.52,5.21,3.21
46923,1815,0.52,5.19,3.16
46924,1815,0.52,5.19,3.16
46925,1815,0.52,5.22,3.16
46926,1815,0.52,5.15,3.22
46928,1815,0.52,5.19,3.16
46929,1815,0.52,5.16,3.21
46930,1815,0.52,5.16,3.23
46931,1815,0.52,5.11,3.19
46932,1815,0.52,5.12,3.19
46934,1815,0.52,5.23,3.18
46935,1815,0.52,5.27,3.13
46937,1815,0.52,5.21,3.13
46938,1815,0.52,5.21,3.15
46939,1815,0.52,5.19,3.2
46940,1815,0.52,5.2,3.16
46942,1815,0.52,5.18,3.23
46943,1815,0.52,5.21,3.2
46944,1815,0.52,5.23,3.18
46946,1815,0.52,5.17,3.2
46947,1815,0.52,5.15,3.19
46948,1815,0.52,5.17,3.21
46949,1815,0.62,5.42,3.42
46951,526,0.3,4.27,2.68
46953,526,0.3,4.39,2.62
46954,526,0.3,4.28,2.65
46955,526,0.3,4.27,2.59
46956,527,0.3,4.31,2.65
46957,527,0.35,4.5,2.82
46958,527,0.27,4.15,2.59
46959,527,0.27,4.16,2.6
46960,527,0.36,4.58,2.81
46961,527,0.37,4.53,2.94
46962,528,0.32,4.38,2.71
46963,528,0.32,4.37,2.75
46964,528,0.37,4.53,2.91
46965,529,0.33,4.47,2.74
46966,529,0.3,4.31,2.67
46967,529,0.32,4.38,2.71
46970,529,0.32,4.41,2.69
46971,529,0.28,4.26,2.55
46972,529,0.38,4.63,2.93
46975,530,0.23,4.01,2.39
46976,530,0.23,3.99,2.42
46977,530,0.23,3.96,2.43
46978,530,0.23,4.02,2.41
46979,530,0.23,3.89,2.42
46981,1815,0.55,5.23,3.21
46982,1815,0.55,5.34,3.25
46984,1816,0.59,5.37,3.33
46985,1816,0.59,5.38,3.36
46986,1816,0.71,5.6,3.55
46988,1816,0.55,5.26,3.27
46989,1816,0.57,5.34,3.14
46990,1816,0.71,5.68,3.62
46991,1816,0.64,5.6,3.41
46993,1817,0.7,5.69,3.44
46994,1817,0.54,5.21,3.23
46995,1817,0.54,5.23,3.24
46996,1817,0.7,5.72,3.53
46997,1817,0.7,5.73,3.51
46998,1817,0.45,4.96,3.06
47000,1818,0.53,5.29,3.18
47001,1818,0.53,5.19,3.25
47002,1818,0.53,5.16,3.24
47003,1818,0.31,4.35,2.67
47005,1818,0.51,5.19,3.19
47006,1818,0.71,5.65,3.6
47007,1819,0.75,5.75,3.64
47008,1819,0.56,5.29,3.29
47009,1819,0.56,5.32,3.25
47010,1819,0.56,5.27,3.25
47011,1819,0.56,5.26,3.2
47013,1819,0.56,5.28,3.27
47015,1819,0.56,5.25,3.27
47016,1819,0.56,5.28,3.28
47017,1819,0.56,5.27,3.29
47018,1819,0.56,5.22,3.28
47019,1819,0.56,5.26,3.3
47022,1819,0.56,5.27,3.28
47023,1819,0.56,5.27,3.28
47024,1819,0.56,5.33,3.24
47026,1819,0.52,5.17,3.17
47027,1819,0.56,5.28,3.29
47028,1819,0.54,5.18,3.25
47029,1819,0.57,5.38,3.3
47030,1819,0.57,5.4,3.27
47031,1819,0.57,5.4,3.25
47033,1819,0.55,5.3,3.26
47034,1819,0.55,5.3,3.23
47035,1819,0.55,5.31,3.23
47036,1819,0.55,5.29,3.25
47037,1819,0.55,5.32,3.21
47038,1819,0.55,5.29,3.22
47040,1819,0.55,5.29,3.22
47041,1819,0.67,5.65,3.54
47042,1819,0.57,5.42,3.25
47043,1819,0.57,5.4,3.28
47044,1819,0.5,5.13,3.05
47045,1819,0.5,5.08,3.21
47046,1819,0.5,5.09,3.19
47047,1820,0.6,5.4,3.33
47048,1820,0.59,5.35,3.36
47049,1820,0.54,5.3,3.23
47050,1821,0.53,5.19,3.2
47052,1821,0.71,5.72,3.47
47053,1821,0.71,5.63,3.56
47054,1821,0.63,5.5,3.43
47055,1821,0.61,5.43,3.37
47056,1821,0.61,5.44,3.29
47057,1821,0.61,5.38,3.3
47059,1821,0.59,5.43,3.31
47060,1821,0.59,5.35,3.4
47064,1822,0.52,5.15,3.19
47065,1822,0.52,5.16,3.19
47067,1822,0.52,5.14,3.22
47068,1822,0.52,5.15,3.17
47069,1822,0.52,5.16,3.2
47070,1822,0.52,5.15,3.18
47072,1822,0.52,5.14,3.19
47073,1822,0.52,5.11,3.2
47074,1822,0.52,5.16,3.17
47075,1822,0.52,5.22,3.17
47076,1822,0.52,5.15,3.19
47077,1822,0.52,5.16,3.2
47078,1822,0.52,5.12,3.21
47079,1822,0.52,5.14,3.23
47080,1822,0.56,5.28,3.28
47083,1823,0.54,5.22,3.26
47085,1824,0.56,5.37,3.25
47086,1824,0.7,5.74,3.4
47087,1824,0.7,5.68,3.49
47088,1824,0.73,5.84,3.51
47089,1824,0.4,4.78,2.92
47090,1824,0.4,4.76,2.93
47091,1825,0.51,5.08,3.19
47092,1825,0.53,5.28,3.21
47093,1825,0.52,5.13,3.2
47094,1825,0.54,5.24,3.21
47095,1825,0.53,5.29,3.16
47096,1825,0.53,5.23,3.28
47097,1826,0.71,5.72,3.51
47098,1826,0.57,5.45,3.25
47099,1826,0.71,5.64,3.62
47100,1826,0.51,5.18,3.16
47102,1827,0.53,5.19,3.23
47104,1827,0.51,5.12,3.16
47106,1827,0.43,4.85,2.97
47108,1827,0.53,5.25,3.18
47112,1827,0.87,6.09,3.73
47114,1828,0.65,5.5,3.43
47115,1828,0.61,5.54,3.27
47116,1828,0.79,6.01,3.54
47117,1828,0.59,5.41,3.31
47119,1828,0.65,5.64,3.38
47120,1828,0.52,5.24,3.11
47121,1828,0.52,5.16,3.25
47122,1828,0.52,5.13,3.24
47123,1828,0.86,6.11,3.8
47124,1828,0.71,5.54,3.63
47125,1828,0.7,5.45,3.81
47126,1828,0.65,5.61,3.36
47127,1829,0.52,5.11,3.21
47128,1829,0.61,5.43,3.38
47129,1829,0.54,5.22,3.24
47130,1829,0.52,5.15,3.2
47131,1829,0.58,5.41,3.29
47132,1830,0.53,5.16,3.21
47133,1830,0.7,5.64,3.55
47134,1830,0.53,5.22,3.2
47135,1830,0.6,5.43,3.35
47136,1830,0.6,5.51,3.35
47138,1831,0.55,5.31,2.25
47139,1831,0.51,5.1,3.17
47140,1831,0.51,5.14,3.16
47141,1831,0.51,5.26,3.06
47142,1831,0.64,5.52,3.44
47143,1832,0.72,5.67,3.58
47145,1832,0.7,5.72,3.49
47148,1832,0.53,5.23,3.22
47149,1832,0.71,5.67,3.5
47150,1832,0.72,5.77,3.57
47151,1832,0.55,5.32,3.2
47153,1833,0.52,5.22,3.14
47154,1833,0.52,5.08,3.22
47155,1833,0.52,5.14,3.2
47156,1833,0.45,4.92,3.05
47157,1833,0.55,5.29,3.24
47158,1833,0.55,5.3,3.26
47159,1833,0.76,5.9,3.64
47162,1834,0.59,5.37,3.33
47163,1834,0.59,5.43,3.31
47164,1834,0.46,4.95,3.07
47165,1834,0.46,4.94,3.06
47166,1834,0.46,5.02,3.04
47167,1835,0.52,5.21,3.16
47168,1835,0.52,5.13,3.19
47169,1835,0.52,5.21,3.16
47170,1835,0.59,5.44,3.34
47171,1835,0.59,5.38,3.36
47172,1836,0.7,5.85,3.42
47173,1836,0.5,5.07,3.19
47174,1836,0.54,5.35,3.13
47175,1836,0.51,5.13,3.19
47176,1836,0.51,5.17,3.18
47177,1836,0.51,5.15,3.19
47178,1836,0.51,5.17,3.18
47179,1836,0.51,5.18,3.17
47180,1836,0.6,5.38,3.38
47181,1836,0.51,5.23,3.17
47183,1836,0.54,5.22,3.23
47184,1837,0.51,5.12,3.16
47186,1837,0.56,5.34,3.25
47187,1837,0.57,5.31,3.31
47188,1837,0.59,5.34,3.34
47189,1837,0.54,5.22,3.28
47190,1837,0.54,5.19,3.31
47191,1837,0.51,5.14,3.2
47192,1838,0.5,5.13,3.19
47193,1838,0.55,5.25,3.21
47194,1838,0.46,4.94,3.09
47196,1838,0.51,5.05,3.2
47197,1838,0.5,5.15,3.08
47198,1838,0.5,5.09,3.11
47199,1838,0.5,5.1,3.13
47200,1838,0.5,5.11,3.12
47202,1838,0.5,5.1,3.15
47204,1838,0.5,5.04,3.19
47205,1838,0.5,4.99,3.15
47207,1838,0.5,5.05,3.16
47208,1838,0.5,5.1,3.11
47209,1838,0.5,5.09,3.17
47210,1838,0.64,5.69,3.3
47211,1838,0.59,5.38,3.35
47214,1838,0.5,5.03,3.18
47215,1838,0.5,5.1,3.17
47216,1838,0.5,5.09,3.16
47217,1838,0.5,5.09,3.17
47218,1838,0.5,5.1,3.14
47219,1838,0.5,5.15,3.14
47220,1838,0.5,5.1,3.14
47221,1838,0.8,5.98,3.66
47222,1839,0.51,5.14,3.16
47223,1839,0.51,5.21,3.17
47224,1840,0.71,5.68,3.55
47226,1840,0.59,5.42,3.35
47229,1840,0.7,5.46,3.59
47231,1840,0.71,5.61,3.57
47233,1840,0.71,5.65,3.57
47235,1841,0.51,5.19,3.11
47237,1841,0.6,5.46,3.29
47238,1841,0.55,5.27,3.22
47239,1841,0.51,5.11,3.18
47240,1841,0.51,5.11,3.15
47241,1841,0.62,5.52,3.35
47242,1841,0.62,5.58,3.34
47243,1841,0.62,5.56,3.38
47244,1841,0.65,5.56,3.39
47245,1841,0.52,5.1,3.25
47246,1842,0.5,5.08,3.15
47247,1842,0.5,5.08,3.17
47248,1842,0.54,5.23,3.22
47250,1842,0.53,5.25,3.22
47251,1842,0.52,5.14,3.22
47252,1842,0.52,5.13,3.19
47253,1842,0.51,5.14,3.16
47254,1842,0.51,5.12,3.2
47255,1842,0.51,5.11,3.23
47257,1843,0.5,5.11,3.15
47258,1843,0.5,5.1,3.12
47260,1843,0.77,5.82,3.63
47261,1843,0.71,5.79,3.5
47263,1843,0.7,5.65,3.5
47264,1843,0.7,5.67,3.53
47265,1843,0.65,5.66,3.31
47266,1844,0.53,5.18,3.2
47268,1844,0.7,5.74,3.51
47269,1844,0.59,5.39,3.35
47270,1844,0.5,5.12,3.16
47271,1844,0.52,5.17,3.21
47272,1844,0.5,5.1,3.13
47275,1844,0.7,5.65,3.53
47276,1845,0.51,5.2,3.16
47277,1845,0.51,5.15,3.17
47278,1845,0.55,5.27,3.27
47279,1845,0.55,5.21,3.26
47281,394,0.3,4.28,2.66
47282,394,0.3,4.22,2.68
47283,394,0.3,4.29,2.66
47284,394,0.3,4.27,2.68
47285,394,0.3,4.23,2.69
47286,394,0.3,4.26,2.67
47287,394,0.3,4.2,2.64
47288,394,0.3,4.24,2.68
47289,394,0.3,4.24,2.7
47290,394,0.3,4.22,2.69
47291,394,0.3,4.22,2.68
47292,394,0.3,4.25,2.66
47293,394,0.3,4.27,2.69
47294,394,0.3,4.23,2.7
47295,394,0.3,4.26,2.71
47296,394,0.3,4.23,2.69
47297,394,0.3,4.25,2.65
47299,394,0.3,4.33,2.63
47300,394,0.3,4.3,2.64
47301,395,0.31,4.39,2.7
47302,395,0.25,4.04,2.54
47303,395,0.23,4.14,2.34
47304,396,0.31,4.32,2.7
47305,396,0.31,4.35,2.72
47306,397,0.26,4.09,2.56
47309,397,0.26,4.1,2.56
47311,530,0.23,3.9,2.41
47312,530,0.23,4.0,2.41
47313,530,0.23,4.03,2.41
47314,530,0.23,3.95,2.44
47316,530,0.23,3.93,2.42
47318,530,0.23,4.03,2.43
47319,530,0.23,3.91,2.45
47320,530,0.23,3.95,2.42
47322,530,0.23,3.91,2.42
47323,530,0.23,3.92,2.46
47324,530,0.23,3.93,2.42
47326,530,0.23,3.91,2.43
47327,530,0.23,3.94,2.45
47329,530,0.23,4.02,2.39
47330,530,0.23,3.93,2.42
47331,530,0.23,3.93,2.42
47332,530,0.23,3.95,2.41
47333,530,0.23,3.93,2.48
47334,530,0.23,3.97,2.4
47335,530,0.23,3.92,2.5
47336,530,0.23,3.93,2.43
47337,530,0.23,3.88,2.45
47338,530,0.23,3.9,2.42
47340,1845,0.59,5.36,3.3
47342,1845,0.5,5.12,3.12
47343,1845,0.5,5.15,3.15
47344,1845,0.5,5.12,3.12
47345,1845,0.5,5.08,3.18
47346,1845,0.5,5.09,3.17
47347,1845,0.5,5.09,3.14
47348,1845,0.5,5.08,3.14
47349,1845,0.5,5.08,3.18
47350,1845,0.5,5.1,3.14
47351,1845,0.5,5.08,3.17
47352,1845,0.5,5.03,3.14
47353,1845,0.5,5.07,3.17
47354,1845,0.5,5.07,3.23
47355,1845,0.5,5.21,3.12
47356,1846,0.56,5.28,3.3
47357,1846,0.54,5.23,3.23
47358,1846,0.5,5.14,3.11
47359,1846,0.54,5.2,3.24
47360,1846,0.72,5.74,3.53
47361,1846,0.54,5.21,3.23
47362,1846,0.54,5.22,3.2
47363,1846,0.54,5.27,3.2
47364,1846,0.54,5.28,3.2
47365,1846,0.69,5.65,3.48
47367,1846,0.63,5.68,3.32
47368,1847,0.52,5.11,3.22
47369,1847,0.5,5.04,3.15
47371,1847,0.54,5.26,3.24
47372,1847,0.54,5.25,3.26
47373,1847,0.57,5.36,3.3
47374,1847,0.57,5.44,3.27
47375,1847,0.57,5.32,3.31
47376,1847,0.57,5.34,3.25
47377,1847,0.57,5.38,3.27
47379,1847,0.54,5.24,3.25
47381,1847,0.54,5.24,3.23
47383,1847,0.54,5.26,3.23
47384,1847,0.54,5.28,3.19
47385,1847,0.54,5.35,3.16
47386,1847,0.54,5.28,3.21
47387,1847,0.54,5.24,3.23
47388,1847,0.54,5.24,3.25
47389,1847,0.54,5.25,3.21
47390,1847,0.54,5.27,3.24
47391,1847,0.54,5.29,3.2
47392,1847,0.54,5.23,3.23
47394,1847,0.52,5.2,3.2
47396,1847,0.54,5.27,3.17
47397,1848,0.55,5.32,3.19
47398,1848,0.7,5.89,3.42
47399,1848,0.55,5.21,3.23
47400,1848,0.53,5.24,3.2
47401,1848,0.5,5.11,3.17
47403,1848,0.56,5.3,3.25
47404,1849,0.5,5.05,3.13
47405,1849,0.51,5.13,3.21
47406,1849,0.54,5.27,3.21
47407,1849,0.52,4.98,3.29
47408,1850,0.5,5.06,3.16
47409,1850,0.62,5.41,3.33
47410,1851,0.57,5.34,3.31
47412,1851,0.57,5.3,3.3
47413,1851,0.57,5.29,3.3
47415,1851,0.57,5.34,3.28
47417,1851,0.57,5.32,3.28
47418,1851,0.57,5.29,3.31
47419,1851,0.57,5.33,3.3
47420,1851,0.57,5.29,3.28
47421,1851,0.57,5.26,3.32
47422,1851,0.7,5.6,3.58
47423,1851,0.7,5.58,3.56
47424,1851,0.51,5.17,3.2
47425,1851,0.51,5.16,3.16
47426,1852,0.53,5.24,3.16
47428,1852,0.54,5.28,3.22
47429,1852,0.51,5.1,3.17
47430,1852,0.51,5.2,3.14
47431,1853,0.55,5.29,3.22
47433,1853,0.57,5.3,3.32
47434,1853,0.72,5.77,3.57
47435,1853,0.71,5.71,3.47
47436,1854,0.55,5.38,3.23
47437,1854,0.5,5.12,3.14
47438,1855,0.7,5.7,3.42
47439,1855,0.56,5.33,3.25
47441,1856,0.7,5.68,3.47
47443,1856,0.55,5.28,3.23
47444,1857,0.55,5.27,3.23
47446,1857,0.53,5.23,3.17
47447,1857,0.53,5.2,3.19
47448,1857,0.53,5.14,3.21
47449,1857,0.53,5.16,3.22
47450,1857,0.53,5.17,3.22
47451,1857,0.53,5.21,3.22
47452,1857,0.53,5.2,3.2
47454,1857,0.53,5.19,3.25
47455,1857,0.53,5.24,3.16
47456,1857,0.53,5.21,3.21
47457,1857,0.53,5.24,3.19
47458,1857,0.53,5.2,3.21
47459,1857,0.53,5.17,3.2
47460,1857,0.53,5.2,3.2
47463,1857,0.5,5.16,3.12
47464,1858,0.52,5.22,3.19
47466,1858,0.5,5.08,3.22
47467,1858,0.75,5.88,3.59
47468,1858,0.72,5.83,3.53
47469,1859,0.51,5.11,3.19
47470,1859,0.76,5.85,3.64
47471,1859,0.75,5.81,3.62
47472,1859,0.64,5.54,3.45
47474,1860,0.52,5.03,3.18
47475,1860,0.7,5.65,3.5
47476,1861,0.61,5.44,3.38
47477,1861,0.71,5.82,3.45
47478,1861,0.6,5.49,3.32
47479,1861,0.6,5.43,3.38
47480,1861,0.59,5.43,3.31
47481,1862,0.65,5.57,3.45
47483,1863,0.6,5.31,3.35
47486,1864,0.57,5.29,3.3
47487,1864,0.72,5.76,3.57
47488,1864,0.72,5.76,3.58
47490,1864,0.56,5.38,3.27
47491,1865,0.49,5.16,3.09
47492,1865,0.53,5.27,3.17
47493,1865,0.5,5.09,3.18
47495,1865,0.5,5.13,3.18
47496,1865,0.55,5.29,3.24
47497,1865,0.57,5.3,3.28
47500,1865,0.7,5.59,3.65
47501,1865,0.7,5.62,3.6
47503,1865,0.58,5.37,3.31
47504,1865,0.74,6.03,3.47
47505,1865,0.56,5.28,3.27
47506,1865,0.74,5.69,3.63
47507,1865,0.74,5.73,3.64
47509,1866,0.72,5.75,3.53
47510,1866,0.59,5.38,3.3
47511,1866,0.54,5.26,3.19
47512,1866,0.6,5.39,3.34
47513,1867,0.67,5.56,3.51
47516,1867,0.53,5.2,3.23
47518,1867,0.7,5.59,3.53
47519,1867,0.38,4.72,2.85
47520,1867,0.61,5.51,3.4
47521,1868,0.54,5.22,3.26
47522,1868,0.44,4.92,3.03
47524,1868,0.54,5.26,3.24
47525,1868,0.52,5.21,3.17
47526,1868,0.52,5.2,3.2
47527,1868,0.52,5.17,3.2
47528,1869,0.71,5.77,3.48
47530,1869,0.57,5.34,3.25
47531,1869,0.75,5.8,3.56
47532,1870,0.59,5.35,3.42
47533,1870,0.51,5.14,3.18
47535,1871,0.51,5.04,3.2
47536,1871,0.57,5.36,3.24
47538,1871,0.55,5.31,3.27
47539,1871,0.55,5.27,3.26
47540,1872,0.58,5.35,3.34
47541,1872,0.51,5.08,3.22
47542,1872,0.52,5.2,3.18
47543,1872,0.47,5.01,3.08
47547,1872,0.52,5.17,3.18
47549,1872,0.52,5.21,3.23
47550,1873,0.64,5.44,3.43
47551,1873,0.51,5.24,3.11
47552,1873,0.51,5.13,3.19
47554,1874,0.53,5.13,3.2
47555,1874,0.7,5.64,3.54
47556,1874,0.7,5.73,3.55
47557,1874,0.7,5.68,3.55
47558,1874,0.7,5.67,3.55
47559,1875,0.52,5.31,3.16
47560,1875,0.71,5.64,3.6
47562,1875,0.51,5.11,3.16
47564,1875,0.51,5.07,3.21
47566,1875,0.51,5.19,3.13
47568,1875,0.51,5.15,3.2
