,carat,x,z
50748,0.74,5.85,3.53
3870,0.71,5.76,3.53
21989,1.71,7.76,4.66
31897,0.3,4.33,2.64
42612,0.36,4.54,2.86
17212,1.01,6.53,4.01
51099,0.59,5.41,3.34
43146,0.52,5.13,3.23
1174,0.7,5.68,3.52
41077,0.41,4.83,2.93
883,0.9,5.98,3.89
47736,0.56,5.36,3.27
7938,1.05,6.52,4.11
22751,1.54,7.34,4.65
29618,0.36,4.59,2.87
53247,0.73,5.97,3.49
20429,1.58,7.42,4.69
28839,0.41,4.75,2.97
5364,0.91,6.17,3.82
4933,0.91,6.08,3.95
35694,0.3,4.38,2.64
6135,0.91,6.26,3.81
6145,0.9,6.14,3.81
18168,1.25,6.92,4.29
17360,1.01,6.59,4.0
52155,0.73,5.83,3.5
33279,0.23,3.9,2.46
31796,0.42,4.77,3.01
3835,1.0,6.62,3.87
29798,0.3,4.33,2.68
15854,1.51,7.27,4.55
33866,0.3,4.33,2.66
48121,0.56,5.21,3.22
19638,1.27,6.92,4.31
4948,1.15,6.63,4.21
29278,0.31,4.39,2.69
32604,0.31,4.47,2.63
46253,0.52,5.17,3.2
1370,0.7,5.73,3.51
32096,0.33,4.42,2.75
38886,0.4,4.75,2.92
19865,1.57,7.43,4.55
39440,0.41,4.77,2.93
43382,0.55,5.23,3.28
36558,0.4,4.72,2.95
51522,0.72,5.77,3.57
3530,0.9,6.16,3.72
34846,0.3,4.32,2.71
22655,1.56,7.3,4.57
29508,0.32,4.36,2.72
48777,0.51,5.32,3.1
20,0.3,4.26,2.71
38749,0.35,4.54,2.79
20549,1.01,6.44,3.97
22937,1.54,7.42,4.54
32852,0.4,4.69,2.94
29744,0.32,4.39,2.73
15182,1.0,6.57,3.83
42759,0.56,5.26,3.28
43500,0.54,5.22,3.21
17920,1.31,7.03,4.38
44460,0.55,5.24,3.25
5838,0.9,6.09,3.83
6129,1.17,6.76,4.19
7324,1.01,6.45,3.99
41741,0.5,5.06,3.17
44066,0.54,5.34,3.12
20466,1.09,6.71,4.1
47435,0.71,5.71,3.47
31975,0.26,4.14,2.47
34722,0.41,4.73,2.93
5712,0.25,3.99,2.53
16981,1.25,6.81,4.33
48659,0.34,4.46,2.83
10436,1.2,6.82,4.19
34479,0.39,4.77,2.89
35178,0.31,4.36,2.7
35417,0.4,4.82,2.85
7100,1.17,6.86,4.1
3656,0.8,5.94,3.72
49027,0.56,5.27,3.27
42515,0.41,4.77,2.94
48976,0.36,4.54,2.81
29879,0.3,4.29,2.7
51368,0.73,5.94,3.51
12846,1.03,6.38,4.03
36819,0.7,5.57,3.61
10351,0.9,6.04,3.81
14449,1.31,7.16,4.29
35911,0.38,4.68,2.88
45791,0.55,5.3,3.24
49707,0.77,5.87,3.63
8458,1.03,6.56,3.91
49119,0.7,5.67,3.47
51401,0.77,5.95,3.6
51544,0.71,5.74,3.55
28354,0.34,4.48,2.77
49096,0.52,5.14,3.18
2016,0.9,5.94,3.87
27757,0.32,4.37,2.71
39975,0.44,4.92,3.02
47526,0.52,5.2,3.2
33199,0.3,4.29,2.69
43461,0.51,5.07,3.2
47033,0.55,5.3,3.26
15320,1.23,7.0,4.09
48162,0.57,5.35,3.29
51775,0.74,5.81,3.6
27943,0.23,3.9,2.43
20527,1.52,7.39,4.52
16168,1.0,6.49,3.94
2283,0.77,6.0,3.53
35249,0.3,4.33,2.67
43456,0.5,5.21,3.12
18124,1.44,7.49,4.32
34942,0.23,3.95,2.36
2653,0.71,5.74,3.54
17018,1.01,6.56,3.88
43134,0.56,5.32,3.23
51072,0.7,5.65,3.54
53540,0.9,5.74,4.16
17634,1.02,6.44,4.01
23107,1.3,6.94,4.29
28978,0.25,4.01,2.55
21869,1.25,6.84,4.29
38421,0.3,4.29,2.63
43806,0.51,5.11,3.19
45494,0.5,5.05,3.16
30223,0.33,4.46,2.74
52449,0.71,5.74,3.59
41119,0.41,4.79,2.96
6109,1.06,6.61,4.0
4631,0.7,5.71,3.47
15835,1.01,6.35,3.99
50892,0.71,5.73,3.56
3313,0.71,5.68,3.53
11724,0.34,4.4,2.79
5667,1.09,6.69,4.1
7490,1.02,6.53,3.9
39040,0.37,4.6,2.84
27907,0.26,4.14,2.55
22929,1.02,6.43,4.0
37919,0.41,4.77,2.98
3925,0.74,5.85,3.57
44458,0.55,5.19,3.28
2073,0.76,5.97,3.59
52929,0.7,5.69,3.48
23737,1.7,7.6,4.74
32309,0.26,4.1,2.56
20905,1.3,6.97,4.36
37676,0.7,5.38,3.79
20200,1.07,6.52,4.03
42979,0.41,4.74,2.97
38344,0.32,4.42,2.75
12044,0.4,4.64,2.95
24714,0.31,4.36,2.71
45731,0.7,5.66,3.56
47530,0.57,5.34,3.25
12160,1.07,6.67,3.98
4429,0.91,6.14,3.89
48681,0.53,5.22,3.18
4797,0.77,5.87,3.65
6084,0.8,5.93,3.72
39514,0.32,4.41,2.71
51777,0.71,5.9,3.47
6622,1.04,6.5,3.94
35847,0.31,4.35,2.69
17012,1.15,6.87,4.05
41756,0.47,5.05,3.04
6011,0.91,6.14,3.79
45493,0.52,5.17,3.21
4858,0.91,6.1,3.86
39936,0.24,3.95,2.49
46956,0.3,4.31,2.65
13219,1.14,6.69,4.19
11629,1.01,6.55,3.92
47509,0.72,5.75,3.53
32070,0.33,4.46,2.68
22736,1.15,6.69,4.18
12776,1.22,6.83,4.23
12298,1.21,6.74,4.21
50415,0.67,5.53,3.51
22790,1.32,7.03,4.35
36625,0.24,4.03,2.45
51278,0.58,5.42,3.29
51608,0.7,5.84,3.49
21605,1.52,7.41,4.49
18742,1.1,6.62,4.11
33506,0.32,4.4,2.74
50200,0.9,6.03,3.85
9422,1.01,6.3,4.05
40053,0.38,4.67,2.89
18295,1.42,7.01,4.36
52997,0.73,5.82,3.56
6697,0.31,4.31,2.76
11952,1.11,6.6,4.03
31769,0.32,4.42,2.73
40287,0.29,4.2,2.62
41180,0.4,4.81,2.92
3251,0.77,5.88,3.68
5581,0.78,5.87,3.68
14676,1.02,6.41,4.07
21580,1.33,7.21,4.21
33901,0.3,4.3,2.67
31619,0.24,3.94,2.47
9196,1.31,7.03,4.32
49564,0.66,5.61,3.43
16492,1.04,6.56,3.95
39355,0.44,4.93,2.96
11545,0.86,6.02,3.89
45746,0.5,5.01,3.24
11779,1.23,6.82,4.29
3061,0.73,5.79,3.57
12395,1.13,6.71,4.14
8121,1.18,6.74,4.21
53230,0.72,5.75,3.53
763,0.71,5.76,3.52
16331,1.01,6.4,3.97
11004,1.2,6.62,4.29
28607,0.3,4.32,2.7
22895,1.56,7.37,4.6
11731,1.0,6.24,3.94
6809,1.02,6.44,3.99
48957,0.7,5.64,3.56
46311,0.3,4.28,2.66
8526,1.0,6.39,3.96
40294,0.4,4.73,2.94
28792,0.37,4.55,2.86
23401,1.31,6.96,4.35
50147,0.64,5.56,3.39
52454,0.7,5.66,3.56
29711,0.31,4.28,2.72
1989,0.71,5.64,3.57
49159,0.5,5.04,3.13
22522,1.53,7.4,4.56
31536,0.31,4.37,2.7
42753,0.56,5.28,3.25
40115,0.41,4.8,2.91
4925,1.08,6.53,4.13
41177,0.4,4.72,2.92
40554,0.41,4.77,2.95
7578,1.0,6.42,3.86
41832,0.62,5.6,3.31
13628,1.04,6.42,4.04
52693,0.7,5.65,3.49
4978,0.8,5.93,3.69
22876,1.26,7.01,4.32
7354,1.13,6.77,4.12
3558,0.72,5.77,3.57
17417,1.45,7.28,4.52
50575,0.73,5.76,3.54
41255,0.3,4.25,2.68
41318,0.57,5.39,3.21
21101,1.6,7.43,4.64
14259,1.0,6.37,3.93
28827,0.41,4.71,2.92
46066,0.7,5.57,3.49
29584,0.31,4.37,2.73
44852,0.5,5.11,3.15
46645,0.3,4.27,2.66
47076,0.52,5.15,3.19
29274,0.31,4.44,2.63
5817,0.81,5.98,3.71
5335,1.08,6.57,4.1
4705,0.75,5.87,3.6
45738,0.62,5.42,3.4
9150,1.1,6.72,4.04
12891,1.27,6.99,4.19
12283,1.36,7.0,4.42
3438,0.9,6.11,3.78
16197,1.27,6.97,4.28
16105,1.01,6.42,3.99
34858,0.3,4.3,2.72
2492,0.9,6.08,3.85
40441,0.52,5.2,3.19
47842,0.65,5.59,3.45
20224,1.04,6.52,4.0
35307,0.3,4.27,2.61
11422,1.1,6.58,4.09
42862,0.57,5.49,3.22
53314,0.71,5.69,3.55
35867,0.46,4.87,3.05
26020,0.31,4.39,2.7
318,0.75,5.93,3.59
38228,0.4,4.74,2.96
38655,0.42,4.84,3.0
47067,0.52,5.14,3.22
8224,1.06,6.5,4.07
17109,1.31,7.04,4.34
14913,2.03,7.81,5.19
807,0.71,5.82,3.53
50138,0.59,5.48,3.29
40411,0.55,5.3,3.26
39528,0.4,4.71,2.94
33365,0.41,4.73,2.93
50874,0.52,5.11,3.18
5929,1.12,6.7,4.1
36216,0.36,4.57,2.83
8123,1.02,6.47,4.02
2784,0.9,6.09,3.82
29140,0.31,4.32,2.72
15449,1.22,6.82,4.27
49897,0.72,5.84,3.56
23359,0.3,4.34,2.66
44411,0.46,4.89,3.09
7865,1.16,6.9,4.09
17397,0.34,4.59,2.71
19445,1.53,7.38,4.52
43879,0.52,5.06,3.24
15405,1.02,6.57,3.95
21834,1.5,7.32,4.5
13303,1.04,6.51,4.0
53598,0.71,5.78,3.52
30558,0.31,4.32,2.66
5274,0.73,5.8,3.57
9970,1.0,6.3,4.02
43429,0.5,5.11,3.09
44384,0.41,4.78,2.93
11827,1.0,6.15,4.1
13990,1.18,6.74,4.18
42668,0.44,4.93,3.03
37920,0.23,3.88,2.48
1594,0.8,5.89,3.65
7105,1.51,7.28,4.72
42878,0.53,5.16,3.2
13674,0.91,6.14,3.85
32188,0.35,4.56,2.82
4170,0.72,5.8,3.55
20603,1.5,7.18,4.54
50587,0.74,5.73,3.62
5690,1.01,6.38,3.98
16476,1.34,7.1,4.36
13496,0.7,5.73,3.54
44194,0.51,5.14,3.1
50475,0.71,5.7,3.59
2459,0.92,6.18,3.87
6218,0.89,6.08,3.83
6089,1.02,6.51,3.89
17824,1.5,7.4,4.49
41484,0.39,4.62,2.92
33976,0.41,4.76,2.95
35940,0.3,4.28,2.69
42216,0.42,4.83,3.0
53296,0.3,4.23,2.71
7764,1.11,6.63,4.1
37640,0.41,4.92,2.85
46053,0.51,5.13,3.18
48468,0.5,4.98,3.18
40577,0.5,5.1,3.2
4171,0.92,6.22,3.87
394,0.32,4.39,2.76
40954,0.42,4.84,2.95
52153,0.7,5.59,3.53
43905,0.33,4.5,2.75
15643,1.0,6.56,3.76
52570,0.7,5.7,3.58
12152,1.1,6.64,4.08
1316,0.72,5.74,3.57
18048,0.35,4.51,2.76
14200,1.01,6.36,3.95
11478,1.14,6.71,4.06
12717,0.32,4.4,2.73
46847,0.53,5.17,3.23
35558,0.35,4.52,2.78
33039,0.32,4.45,2.73
38235,0.35,4.62,2.8
50698,0.53,5.22,3.24
50303,0.32,4.38,2.73
16990,1.01,6.46,4.0
29323,0.31,4.36,2.71
35777,0.4,4.73,2.98
6124,0.9,6.14,3.8
34813,0.41,4.82,2.97
244,0.76,5.76,3.7
34803,0.31,4.36,2.69
34055,0.36,4.64,2.79
16450,1.2,6.87,4.19
12174,1.18,6.81,4.18
38568,0.42,4.85,2.98
4879,0.9,6.13,3.84
12360,0.26,4.0,2.53
31939,0.3,4.33,2.61
39518,0.32,4.45,2.71
19974,1.2,6.69,4.2
42031,0.53,5.13,3.28
35892,0.32,4.44,2.72
40953,0.42,4.81,2.98
19328,1.53,7.32,4.59
22483,1.14,6.68,4.17
37896,0.41,4.74,2.94
16537,1.21,6.88,4.23
49163,0.75,5.99,3.49
28024,0.3,4.29,2.7
22234,1.07,6.61,4.06
46758,0.71,5.75,3.58
35826,0.3,4.34,2.64
4715,0.28,4.25,2.56
52390,0.71,5.66,3.56
47984,0.3,4.28,2.67
11524,0.7,5.75,3.47
49567,0.62,5.51,3.3
46646,0.3,4.31,2.63
47869,0.52,5.14,3.2
42283,0.36,4.62,2.81
2324,1.08,6.64,4.1
15979,1.2,6.84,4.26
43387,0.5,5.04,3.17
40871,0.51,5.17,3.19
20551,1.51,7.16,4.65
8445,1.01,6.45,3.99
37940,0.24,4.01,2.5
17237,1.42,7.28,4.35
41847,0.51,5.03,3.23
52388,0.57,5.39,3.26
50128,0.58,5.34,3.31
45878,0.59,5.39,3.36
42200,0.54,5.23,3.27
46696,0.5,5.02,3.14
39363,0.5,5.03,3.1
1100,0.71,5.75,3.54
11335,1.01,6.37,4.03
45383,0.68,5.77,3.42
13684,1.01,6.3,4.0
38054,0.4,4.75,2.96
21460,1.63,7.54,4.72
22528,1.21,6.83,4.19
6974,0.76,5.89,3.56
36114,0.42,4.84,2.96
34057,0.36,4.59,2.81
13603,1.02,6.39,4.03
50480,0.7,5.74,3.56
14595,1.21,6.8,4.24
44856,0.5,5.05,3.21
36458,0.31,4.34,2.69
52617,0.71,5.83,3.44
14865,1.01,6.4,3.95
29166,0.38,4.59,2.91
7291,0.91,6.15,3.87
3881,0.9,6.06,3.84
20246,1.51,7.36,4.56
45623,0.55,5.25,3.25
4932,0.91,6.06,3.9
51161,0.71,5.74,3.54
429,0.76,5.86,3.63
37657,0.42,4.88,2.92
23532,1.6,7.5,4.7
10108,1.0,6.34,4.01
43970,0.27,4.14,2.6
3711,1.02,6.45,4.02
13534,1.31,7.12,4.21
19797,1.09,6.62,4.05
14517,1.01,6.49,3.96
29516,0.38,4.64,2.9
28351,0.31,4.37,2.69
13689,1.01,6.5,4.01
40301,0.4,4.71,2.87
50223,0.53,5.16,3.21
28162,0.3,4.3,2.66
15048,0.3,4.3,2.68
11220,1.0,6.55,3.8
40838,0.5,5.04,3.16
9024,1.04,6.51,4.07
17501,1.29,6.96,4.34
29520,0.38,4.65,2.91
52518,0.7,5.63,3.55
14778,1.2,6.85,4.19
52054,0.71,5.78,3.56
35747,0.3,4.28,2.68
10302,1.0,6.43,3.97
23230,1.24,6.98,4.13
8547,1.01,6.36,3.95
10705,0.91,6.1,3.88
49921,0.73,5.75,3.6
8605,1.08,6.72,4.03
40914,0.42,4.78,2.98
33408,0.28,4.21,2.64
12371,0.4,4.71,2.96
20438,1.64,7.57,4.62
1806,0.79,5.96,3.69
48873,0.61,5.52,3.32
18423,1.5,7.25,4.55
2125,0.9,6.1,3.86
22320,1.57,7.44,4.59
31582,0.35,4.52,2.8
29432,0.42,4.76,2.98
2042,0.32,4.41,2.71
44801,0.5,5.11,3.15
2359,0.7,5.78,3.49
18052,0.3,4.31,2.69
17268,1.05,6.62,3.94
6873,1.01,6.47,3.98
53089,0.77,5.9,3.62
2540,0.75,5.83,3.61
37865,0.39,4.66,2.9
46925,0.52,5.22,3.16
47678,0.51,5.13,3.17
44697,0.54,5.24,3.22
6925,0.91,6.17,3.85
13880,1.06,6.59,4.03
32905,0.33,4.43,2.76
29094,0.36,4.62,2.76
50797,0.71,5.65,3.61
52616,0.71,5.63,3.6
8220,1.06,6.49,4.1
21894,1.61,7.54,4.67
571,0.7,5.74,3.51
18066,1.04,6.53,4.03
17439,1.58,7.54,4.57
38968,0.27,4.14,2.58
42704,0.52,5.3,3.1
29084,0.36,4.53,2.86
47559,0.52,5.31,3.16
48373,0.57,5.32,3.3
29872,0.3,4.32,2.64
11810,1.16,6.73,4.17
30801,0.43,4.88,2.97
51311,0.31,4.45,2.64
38522,0.34,4.53,2.74
45337,0.67,5.67,3.42
6492,1.06,6.84,3.88
49757,0.7,5.63,3.56
12854,0.92,6.25,3.8
41170,0.39,4.71,2.9
52287,0.71,5.74,3.55
35433,0.32,4.43,2.74
49746,0.73,5.75,3.56
27805,0.3,4.25,2.68
17573,1.08,6.44,4.16
27864,0.32,4.44,2.72
33336,0.41,4.8,2.85
31896,0.3,4.32,2.69
27885,0.3,4.31,2.7
1808,1.01,6.46,3.93
46107,0.58,5.42,3.3
13288,1.0,6.32,3.92
33128,0.31,4.32,2.65
12842,1.06,6.56,4.04
53384,0.7,5.67,3.55
47026,0.52,5.17,3.17
33361,0.41,4.7,2.97
19693,0.3,4.3,2.69
19567,1.48,7.16,4.52
15124,1.19,6.82,4.17
22716,1.33,7.16,4.3
23399,0.36,4.56,2.83
15488,1.01,6.46,3.84
14120,1.24,6.79,4.36
5125,0.7,5.69,3.52
20331,1.5,7.13,4.57
21645,1.24,6.99,4.21
19145,1.52,7.37,4.56
21176,1.24,6.89,4.28
45554,0.51,5.09,3.19
35324,0.31,4.3,2.69
34313,0.43,4.81,3.04
46938,0.52,5.21,3.15
12790,1.25,7.1,4.2
34924,0.26,4.06,2.55
17551,1.03,6.49,4.01
51887,0.72,5.82,3.49
50470,0.53,5.2,3.21
43039,0.33,4.46,2.75
3440,0.9,6.09,3.81
43618,0.28,4.19,2.61
5142,1.22,6.75,4.34
37101,0.41,4.73,2.99
52152,0.7,5.63,3.52
47521,0.54,5.22,3.26
21716,0.32,4.48,2.69
31493,0.34,4.5,2.78
46438,0.58,5.33,3.31
31449,0.4,4.66,2.95
49235,0.62,5.69,3.36
53499,0.74,5.76,3.63
8667,0.9,6.28,3.78
48416,0.61,5.33,3.37
16449,1.2,6.78,4.22
7171,0.9,6.11,4.0
18291,1.17,6.71,4.2
42351,0.39,4.72,2.86
4734,0.3,4.29,2.69
11299,1.04,6.62,3.87
37521,0.47,5.04,3.04
48974,0.34,4.39,2.8
18838,1.5,7.26,4.48
20953,1.04,6.53,3.99
39563,0.4,4.83,2.96
40713,0.41,4.79,3.0
4131,0.75,5.83,3.62
31694,0.36,4.65,2.79
1580,0.71,5.72,3.53
35388,0.41,4.76,2.96
32942,0.34,4.43,2.79
21568,1.09,6.52,4.1
23559,1.55,7.51,4.55
31243,0.31,4.37,2.71
16308,1.2,6.68,4.21
35371,0.41,4.7,2.96
53636,0.3,4.28,2.65
29826,0.3,4.28,2.71
44091,0.57,5.36,3.29
6255,0.92,6.18,3.85
32837,0.44,4.89,3.03
32895,0.36,4.54,2.85
18635,1.01,6.46,4.03
14203,1.01,6.46,3.89
31478,0.34,4.48,2.8
52806,0.71,5.7,3.52
49875,0.7,6.65,3.46
24054,0.31,4.37,2.67
35376,0.41,4.81,2.92
35203,0.44,4.87,3.06
27037,0.32,4.37,2.73
6498,0.93,6.34,3.85
4047,1.03,6.32,4.13
3334,0.91,6.28,3.77
5760,1.01,6.47,3.86
50416,0.71,5.87,3.47
46142,0.56,5.21,3.29
50581,0.53,5.18,3.23
9003,1.07,6.55,4.03
10668,1.2,6.85,4.18
15169,1.0,6.45,3.92
21768,1.51,7.29,4.48
5638,0.9,6.17,3.75
29843,0.3,4.29,2.68
32784,0.31,4.44,2.66
12361,0.26,4.08,2.52
52688,0.7,5.56,3.57
22464,1.52,7.47,4.58
8705,0.28,4.27,2.6
50380,0.7,5.64,3.52
12516,1.01,6.34,3.99
1156,0.9,6.35,3.7
23484,1.51,7.16,4.51
40844,0.58,5.34,3.34
16520,1.0,6.34,3.95
25689,0.3,4.22,2.66
52889,0.72,5.71,3.59
741,0.33,4.42,2.76
48769,0.6,5.49,3.33
35369,0.41,4.73,2.97
8759,0.9,6.13,3.85
27918,0.32,4.35,2.79
49674,0.6,5.35,3.35
39199,0.43,4.89,2.97
17434,1.0,6.36,3.98
35491,0.4,4.78,2.92
17691,2.27,7.99,5.47
33736,0.33,4.45,2.72
2768,0.77,5.94,3.6
6521,1.12,6.83,4.01
41561,0.5,5.06,3.13
49522,0.71,5.71,3.56
41307,0.38,4.64,2.9
48038,0.68,5.59,3.43
31145,0.41,4.76,2.97
6222,1.0,6.31,3.84
4055,0.35,4.54,2.83
8527,1.0,6.5,3.88
7159,0.9,6.07,3.8
45288,0.51,5.11,3.17
31454,0.34,4.59,2.71
13800,1.03,6.47,4.03
23186,1.5,7.32,4.56
50937,0.51,5.13,3.18
13585,1.05,6.54,4.04
50522,0.7,5.66,3.56
5573,0.79,5.97,3.69
7058,0.33,4.43,2.7
12179,1.02,6.31,4.01
44547,0.54,5.21,3.23
13401,0.32,4.41,2.71
42071,0.55,5.21,3.3
38205,0.43,4.86,2.97
44248,0.51,5.05,3.21
29905,0.41,4.74,2.98
33446,0.32,4.4,2.76
21923,1.54,7.38,4.58
42163,0.53,5.23,3.23
21588,1.23,7.06,4.18
45633,0.25,4.07,2.51
44671,0.7,5.57,3.56
48914,0.58,5.3,3.27
8292,0.9,6.24,3.78
39997,0.41,4.77,2.93
17830,1.57,7.6,4.59
17761,1.19,6.86,4.18
35382,0.41,4.77,2.89
5722,0.25,3.97,2.53
13295,1.06,6.67,3.95
48068,0.56,5.32,3.26
24697,0.3,4.26,2.69
38878,0.4,4.75,2.95
53076,0.59,5.38,3.29
37339,0.4,4.82,2.8
18528,1.08,6.59,4.06
11582,1.2,6.81,4.19
45679,0.5,5.13,3.15
12271,1.29,6.97,4.28
38404,0.35,4.55,2.8
53595,1.22,6.97,4.1
47920,0.76,5.91,3.58
30140,0.32,4.36,2.71
2960,1.07,6.57,4.03
19423,1.62,7.47,4.68
43491,0.51,5.14,3.11
39627,0.35,4.51,2.78
15404,1.02,6.47,4.0
15844,0.81,5.98,3.7
34042,0.3,4.26,2.66
44149,0.54,5.25,3.28
20026,0.32,4.43,2.66
469,0.7,5.91,3.5
2628,0.86,6.14,3.69
28608,0.3,4.29,2.64
45340,0.7,5.78,3.41
48486,0.55,5.29,3.26
25353,0.28,4.27,2.54
7121,0.6,5.4,3.38
19939,1.66,7.72,4.66
34952,0.29,4.27,2.64
29539,0.27,4.17,2.58
18916,1.52,7.37,4.56
1369,0.7,5.7,3.53
53754,0.72,5.72,3.57
35161,0.41,4.77,2.97
39841,0.5,4.87,3.25
19778,1.08,6.6,4.08
20574,1.29,7.01,4.3
261,0.87,6.07,3.87
32021,0.41,4.91,2.87
28840,0.41,4.72,2.97
53775,0.81,5.97,3.74
12443,0.9,6.38,3.81
33494,0.32,4.41,2.72
46029,0.57,5.35,3.29
9911,1.14,6.77,4.12
37895,0.41,4.74,2.97
52795,0.7,5.74,3.41
31548,0.3,4.32,2.67
43116,0.52,5.1,3.23
16703,0.32,4.41,2.71
31662,0.37,4.64,2.8
38335,0.32,4.41,2.72
15205,1.01,6.41,3.99
13359,0.24,3.99,2.47
39067,0.4,4.75,2.94
20853,1.14,6.68,4.13
42802,0.49,5.2,3.04
9322,0.9,6.12,3.85
6083,0.8,5.97,3.68
45550,0.51,5.16,3.17
8157,0.91,6.25,3.82
23549,1.51,7.28,4.58
37506,0.5,5.22,3.0
30723,0.41,4.68,3.0
48606,1.0,6.15,4.09
8551,0.91,6.17,3.88
13653,1.09,6.47,4.15
2040,0.32,4.35,2.76
13203,1.02,6.33,4.03
45677,0.56,5.34,3.29
21137,1.52,7.27,4.63
44532,0.51,5.34,2.99
48897,0.71,5.66,3.5
25375,0.31,4.39,2.71
52961,0.24,3.96,2.49
31256,0.32,4.38,2.73
630,0.82,6.0,3.74
19820,1.2,6.59,4.18
51446,0.7,5.7,3.57
21587,1.65,7.7,4.64
53521,0.82,6.13,3.63
50993,0.31,4.32,2.72
14558,1.0,6.38,3.97
48207,0.7,5.77,3.44
46914,0.7,5.84,3.44
48173,0.57,5.32,3.3
48454,0.55,5.28,3.25
29753,0.35,4.59,2.78
47780,0.55,5.26,3.25
28421,0.3,4.26,2.67
33765,0.5,5.14,3.09
28648,0.31,4.39,2.68
14630,0.9,6.27,3.79
14398,0.3,4.26,2.72
48072,0.72,5.75,3.58
43708,0.46,4.94,3.05
4282,1.0,6.53,3.91
46870,0.53,5.27,3.15
20684,1.2,6.78,4.23
30483,0.31,4.41,2.68
53876,0.7,5.71,3.53
16174,1.0,6.42,4.01
22237,1.5,7.27,4.55
33052,0.3,4.32,2.69
858,0.73,5.76,3.55
53229,0.81,5.89,3.74
53069,0.75,5.9,3.63
45605,0.71,5.54,3.63
4108,1.08,6.56,4.06
10000,1.0,6.24,4.1
38201,0.44,4.94,3.0
3589,0.91,6.08,3.92
31416,0.3,4.31,2.66
33608,0.31,4.33,2.69
50701,0.53,5.22,3.2
37482,0.35,4.57,2.81
17901,1.01,6.48,3.98
31350,0.34,4.49,2.79
10458,0.9,6.19,3.85
17598,1.48,7.39,4.51
37164,0.32,4.43,2.73
36419,0.42,4.75,3.0
45265,0.54,5.28,3.18
31509,0.34,4.49,2.73
2964,0.8,5.97,3.66
34163,0.33,4.48,2.68
8078,1.01,6.66,3.81
14071,1.04,6.43,4.08
13764,1.01,6.41,3.98
42040,0.53,5.27,3.21
35109,0.3,4.33,2.66
13089,1.28,6.96,4.28
37703,0.41,4.83,2.87
3428,0.71,5.8,3.48
3202,0.77,5.86,3.68
14925,1.27,6.86,4.32
32422,0.41,4.82,2.88
47141,0.51,5.26,3.06
4680,0.73,5.77,3.6
5257,1.14,6.7,4.16
6220,1.01,6.42,3.91
39889,0.42,4.87,2.96
5519,1.0,6.44,3.89
14524,1.0,6.46,3.86
912,0.73,5.81,3.58
40869,0.55,5.28,3.21
8449,1.01,6.49,3.9
51938,0.72,5.66,3.62
13348,1.15,6.77,4.16
37294,0.52,5.1,3.24
18237,1.53,7.39,4.57
45101,0.5,5.13,3.18
11650,1.01,6.59,3.85
41092,0.42,4.78,2.98
13244,1.14,6.64,4.16
41876,0.5,4.97,3.23
43653,0.51,5.13,3.17
15933,1.25,6.95,4.26
49054,0.61,5.49,3.33
246,0.76,5.82,3.61
35226,0.33,4.46,2.76
45502,0.57,5.36,3.24
41004,0.55,5.26,3.25
52994,0.7,5.74,3.5
19667,1.12,6.63,4.12
7682,0.92,6.27,3.89
23712,0.3,4.18,2.59
13895,1.02,6.63,3.91
38454,0.44,4.97,2.95
6137,1.13,6.68,4.15
39646,0.47,5.16,3.0
6919,1.0,6.61,3.72
13435,1.03,6.48,4.0
51826,0.7,5.68,3.47
307,0.9,6.17,3.8
15185,1.2,6.73,4.23
53040,0.71,5.67,3.55
53032,0.7,5.83,3.39
7009,0.74,5.79,3.59
41060,0.5,5.25,2.99
35377,0.41,4.74,2.95
53932,0.7,5.71,3.47
10756,1.01,6.38,3.99
18230,1.0,6.37,4.0
47312,0.23,4.0,2.41
48944,0.58,5.33,3.33
26720,0.32,4.38,2.68
28089,0.4,4.66,3.0
19305,1.65,7.53,4.76
10377,1.09,6.53,4.12
4303,1.01,6.34,3.94
43320,0.51,5.09,3.21
50279,0.97,6.4,3.95
47373,0.57,5.36,3.3
37015,0.33,4.5,2.72
40195,0.57,5.3,3.3
34319,0.35,4.5,2.79
49976,0.29,4.24,2.63
29817,0.3,4.28,2.65
32823,0.34,4.45,2.77
8822,1.02,6.36,4.06
42409,0.42,4.82,2.98
42197,0.58,5.48,3.23
5891,0.9,6.32,3.67
16219,1.31,6.96,4.34
52674,0.72,5.83,3.56
17293,1.15,6.65,4.19
18584,1.09,6.64,3.99
29592,0.32,4.36,2.78
52815,0.71,5.83,3.55
6885,1.06,6.47,4.09
43634,0.43,4.84,2.97
32437,0.43,4.8,2.97
47873,0.52,5.18,3.19
38810,0.31,4.36,2.68
2131,0.92,6.42,3.7
38354,0.33,4.47,2.75
37886,0.5,5.12,3.16
8687,1.03,6.5,3.96
20297,2.5,8.55,5.53
34111,0.36,4.61,2.8
49945,0.52,5.2,3.18
44571,0.5,5.1,3.22
37081,0.41,4.72,2.97
37550,0.31,4.36,2.68
52949,0.84,6.13,3.69
51549,0.52,5.21,3.17
23592,1.75,7.7,4.78
21637,1.63,7.57,4.72
173,0.6,5.41,3.35
32707,0.31,4.38,2.69
42016,0.54,5.27,3.19
13792,1.01,6.33,4.02
25027,0.4,4.74,2.88
19552,1.5,7.25,4.55
1502,0.7,5.65,3.57
36177,0.52,5.15,3.2
50817,0.71,5.79,3.52
41551,0.53,5.16,3.21
7852,0.9,6.21,3.8
4883,0.97,6.4,3.86
